seasons,league.id,league.name,league.type,league.logo,country.name,country.code,country.flag,get
"{""year"": 2008, ""start"": ""2008-06-07"", ""end"": ""2008-06-29"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",4,Euro Championship,Cup,https://media-3.api-sports.io/football/leagues/4.png,World,,,leagues
"{""year"": 2009, ""start"": ""2009-06-14"", ""end"": ""2009-06-28"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",21,Confederations Cup,Cup,https://media-2.api-sports.io/football/leagues/21.png,World,,,leagues
"{""year"": 2010, ""start"": ""2010-08-07"", ""end"": ""2011-05-29"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",61,Ligue 1,League,https://media-1.api-sports.io/football/leagues/61.png,France,FR,https://media-3.api-sports.io/flags/fr.svg,leagues
"{""year"": 2010, ""start"": ""2010-07-30"", ""end"": ""2011-05-16"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",144,Jupiler Pro League,League,https://media-1.api-sports.io/football/leagues/144.png,Belgium,BE,https://media-1.api-sports.io/flags/be.svg,leagues
"{""year"": 2010, ""start"": ""2010-05-08"", ""end"": ""2010-11-28"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",71,Serie A,League,https://media-2.api-sports.io/football/leagues/71.png,Brazil,BR,https://media-3.api-sports.io/flags/br.svg,leagues
"{""year"": 2010, ""start"": ""2010-08-14"", ""end"": ""2011-05-17"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",39,Premier League,League,https://media-3.api-sports.io/football/leagues/39.png,England,GB,https://media-2.api-sports.io/flags/gb.svg,leagues
"{""year"": 2010, ""start"": ""2010-08-20"", ""end"": ""2011-05-14"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",78,Bundesliga,League,https://media-1.api-sports.io/football/leagues/78.png,Germany,DE,https://media-2.api-sports.io/flags/de.svg,leagues
"{""year"": 2010, ""start"": ""2010-08-28"", ""end"": ""2011-05-22"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",135,Serie A,League,https://media-3.api-sports.io/football/leagues/135.png,Italy,IT,https://media-3.api-sports.io/flags/it.svg,leagues
"{""year"": 2010, ""start"": ""2010-08-06"", ""end"": ""2011-05-29"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",88,Eredivisie,League,https://media-1.api-sports.io/football/leagues/88.png,Netherlands,NL,https://media-1.api-sports.io/flags/nl.svg,leagues
"{""year"": 2010, ""start"": ""2010-08-13"", ""end"": ""2011-05-14"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",94,Primeira Liga,League,https://media-3.api-sports.io/football/leagues/94.png,Portugal,PT,https://media-2.api-sports.io/flags/pt.svg,leagues
"{""year"": 2010, ""start"": ""2010-08-28"", ""end"": ""2011-05-21"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",140,La Liga,League,https://media-3.api-sports.io/football/leagues/140.png,Spain,ES,https://media-3.api-sports.io/flags/es.svg,leagues
"{""year"": 2010, ""start"": ""2010-08-14"", ""end"": ""2011-05-10"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",179,Premiership,League,https://media-3.api-sports.io/football/leagues/179.png,Scotland,GB,https://media-1.api-sports.io/flags/gb.svg,leagues
"{""year"": 2010, ""start"": ""2010-08-07"", ""end"": ""2011-04-26"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",180,Championship,League,https://media-1.api-sports.io/football/leagues/180.png,Scotland,GB,https://media-3.api-sports.io/flags/gb.svg,leagues
"{""year"": 2010, ""start"": ""2010-06-11"", ""end"": ""2010-07-11"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",1,World Cup,Cup,https://media-3.api-sports.io/football/leagues/1.png,World,,,leagues
"{""year"": 2010, ""start"": ""2010-11-11"", ""end"": ""2010-11-25"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",803,Asian Games,Cup,https://media-2.api-sports.io/football/leagues/803.png,World,,,leagues
"{""year"": 2010, ""start"": ""2010-10-02"", ""end"": ""2010-12-05"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",804,Caribbean Cup,Cup,https://media-3.api-sports.io/football/leagues/804.png,World,,,leagues
"{""year"": 2010, ""start"": ""2010-08-06"", ""end"": ""2011-05-20"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",62,Ligue 2,League,https://media-3.api-sports.io/football/leagues/62.png,France,FR,https://media-3.api-sports.io/flags/fr.svg,leagues
"{""year"": 2011, ""start"": ""2011-06-28"", ""end"": ""2012-05-19"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",2,UEFA Champions League,Cup,https://media-1.api-sports.io/football/leagues/2.png,World,,,leagues
"{""year"": 2011, ""start"": ""2011-09-10"", ""end"": ""2012-05-12"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",311,1st Division,League,https://media-3.api-sports.io/football/leagues/311.png,Albania,AL,https://media-1.api-sports.io/flags/al.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-10"", ""end"": ""2012-05-12"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",310,Superliga,League,https://media-3.api-sports.io/football/leagues/310.png,Albania,AL,https://media-2.api-sports.io/flags/al.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-06"", ""end"": ""2012-05-19"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",186,Ligue 1,League,https://media-2.api-sports.io/football/leagues/186.png,Algeria,DZ,https://media-1.api-sports.io/flags/dz.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-09"", ""end"": ""2012-04-27"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",187,Ligue 2,League,https://media-3.api-sports.io/football/leagues/187.png,Algeria,DZ,https://media-3.api-sports.io/flags/dz.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-02"", ""end"": ""2012-04-21"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",586,West Bank Premier League,League,https://media-2.api-sports.io/football/leagues/586.png,Palestine,PS,https://media-3.api-sports.io/flags/ps.svg,leagues
"{""year"": 2011, ""start"": ""2011-01-15"", ""end"": ""2011-10-05"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",588,National League,League,https://media-1.api-sports.io/football/leagues/588.png,Myanmar,MM,https://media-2.api-sports.io/flags/mm.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-09"", ""end"": ""2012-03-30"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",591,Pro League,League,https://media-2.api-sports.io/football/leagues/591.png,Trinidad-And-Tobago,TT,https://media-2.api-sports.io/flags/tt.svg,leagues
"{""year"": 2011, ""start"": ""2011-07-15"", ""end"": ""2012-05-06"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",335,Cup,Cup,https://media-3.api-sports.io/football/leagues/335.png,Ukraine,UA,https://media-1.api-sports.io/flags/ua.svg,leagues
"{""year"": 2011, ""start"": ""2011-07-23"", ""end"": ""2012-05-25"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",336,Druha Liga,League,https://media-3.api-sports.io/football/leagues/336.png,Ukraine,UA,https://media-3.api-sports.io/flags/ua.svg,leagues
"{""year"": 2011, ""start"": ""2011-07-16"", ""end"": ""2012-05-30"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",334,Persha Liga,League,https://media-1.api-sports.io/football/leagues/334.png,Ukraine,UA,https://media-1.api-sports.io/flags/ua.svg,leagues
"{""year"": 2011, ""start"": ""2011-07-08"", ""end"": ""2012-05-10"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",333,Premier League,League,https://media-3.api-sports.io/football/leagues/333.png,Ukraine,UA,https://media-3.api-sports.io/flags/ua.svg,leagues
"{""year"": 2011, ""start"": ""2011-10-15"", ""end"": ""2012-05-27"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",301,Pro League,League,https://media-1.api-sports.io/football/leagues/301.png,United-Arab-Emirates,AE,https://media-3.api-sports.io/flags/ae.svg,leagues
"{""year"": 2011, ""start"": ""2011-11-24"", ""end"": ""2012-05-12"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",303,Division 1,League,https://media-1.api-sports.io/football/leagues/303.png,United-Arab-Emirates,AE,https://media-1.api-sports.io/flags/ae.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-15"", ""end"": ""2012-05-21"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",302,League Cup,Cup,https://media-1.api-sports.io/football/leagues/302.png,United-Arab-Emirates,AE,https://media-3.api-sports.io/flags/ae.svg,leagues
"{""year"": 2011, ""start"": ""2011-10-01"", ""end"": ""2012-06-30"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",269,Segunda División,League,https://media-2.api-sports.io/football/leagues/269.png,Uruguay,UY,https://media-3.api-sports.io/flags/uy.svg,leagues
"{""year"": 2011, ""start"": ""2011-11-04"", ""end"": ""2012-10-03"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",202,Ligue 1,League,https://media-1.api-sports.io/football/leagues/202.png,Tunisia,TN,https://media-2.api-sports.io/flags/tn.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-10"", ""end"": ""2012-05-12"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",203,Süper Lig,League,https://media-1.api-sports.io/football/leagues/203.png,Turkey,TR,https://media-2.api-sports.io/flags/tr.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-09"", ""end"": ""2012-05-27"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",204,1. Lig,League,https://media-3.api-sports.io/football/leagues/204.png,Turkey,TR,https://media-2.api-sports.io/flags/tr.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-11"", ""end"": ""2012-05-20"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",205,2. Lig,League,https://media-3.api-sports.io/football/leagues/205.png,Turkey,TR,https://media-1.api-sports.io/flags/tr.svg,leagues
"{""year"": 2011, ""start"": ""2011-12-07"", ""end"": ""2012-05-16"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",206,Cup,Cup,https://media-2.api-sports.io/football/leagues/206.png,Turkey,TR,https://media-3.api-sports.io/flags/tr.svg,leagues
"{""year"": 2011, ""start"": ""2011-08-28"", ""end"": ""2012-05-13"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",552,3. Lig - Group 1,League,https://media-1.api-sports.io/football/leagues/552.png,Turkey,TR,https://media-3.api-sports.io/flags/tr.svg,leagues
"{""year"": 2011, ""start"": ""2011-08-28"", ""end"": ""2012-05-13"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",553,3. Lig - Group 2,League,https://media-2.api-sports.io/football/leagues/553.png,Turkey,TR,https://media-3.api-sports.io/flags/tr.svg,leagues
"{""year"": 2011, ""start"": ""2011-08-28"", ""end"": ""2012-05-13"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",554,3. Lig - Group 3,League,https://media-3.api-sports.io/football/leagues/554.png,Turkey,TR,https://media-1.api-sports.io/flags/tr.svg,leagues
"{""year"": 2011, ""start"": ""2011-08-05"", ""end"": ""2012-05-26"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",63,National 1,League,https://media-1.api-sports.io/football/leagues/63.png,France,FR,https://media-1.api-sports.io/flags/fr.svg,leagues
"{""year"": 2011, ""start"": ""2011-11-18"", ""end"": ""2012-04-28"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",66,Coupe de France,Cup,https://media-2.api-sports.io/football/leagues/66.png,France,FR,https://media-3.api-sports.io/flags/fr.svg,leagues
"{""year"": 2011, ""start"": ""2011-07-22"", ""end"": ""2012-04-14"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",65,Coupe de la Ligue,Cup,https://media-1.api-sports.io/football/leagues/65.png,France,FR,https://media-1.api-sports.io/flags/fr.svg,leagues
"{""year"": 2011, ""start"": ""2011-08-13"", ""end"": ""2012-06-02"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",67,National 2 - Group A,League,https://media-3.api-sports.io/football/leagues/67.png,France,FR,https://media-3.api-sports.io/flags/fr.svg,leagues
"{""year"": 2011, ""start"": ""2011-08-13"", ""end"": ""2012-06-02"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",68,National 2 - Group B,League,https://media-2.api-sports.io/football/leagues/68.png,France,FR,https://media-3.api-sports.io/flags/fr.svg,leagues
"{""year"": 2011, ""start"": ""2011-08-13"", ""end"": ""2012-06-02"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",69,National 2 - Group C,League,https://media-3.api-sports.io/football/leagues/69.png,France,FR,https://media-2.api-sports.io/flags/fr.svg,leagues
"{""year"": 2011, ""start"": ""2011-08-13"", ""end"": ""2012-06-02"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",70,National 2 - Group D,League,https://media-2.api-sports.io/football/leagues/70.png,France,FR,https://media-2.api-sports.io/flags/fr.svg,leagues
"{""year"": 2011, ""start"": ""2011-10-14"", ""end"": ""2012-02-13"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",233,Premier League,League,https://media-2.api-sports.io/football/leagues/233.png,Egypt,EG,https://media-3.api-sports.io/flags/eg.svg,leagues
"{""year"": 2011, ""start"": ""2011-07-30"", ""end"": ""2012-05-06"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",370,Primera Division,League,https://media-2.api-sports.io/football/leagues/370.png,El-Salvador,SV,https://media-1.api-sports.io/flags/sv.svg,leagues
"{""year"": 2011, ""start"": ""2011-03-06"", ""end"": ""2011-11-06"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",328,Esiliiga A,League,https://media-1.api-sports.io/football/leagues/328.png,Estonia,EE,https://media-1.api-sports.io/flags/ee.svg,leagues
"{""year"": 2011, ""start"": ""2011-03-05"", ""end"": ""2011-11-05"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",329,Meistriliiga,League,https://media-2.api-sports.io/football/leagues/329.png,Estonia,EE,https://media-3.api-sports.io/flags/ee.svg,leagues
"{""year"": 2011, ""start"": ""2011-08-23"", ""end"": ""2012-05-27"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",326,Erovnuli Liga 2,League,https://media-3.api-sports.io/football/leagues/326.png,Georgia,GE,https://media-2.api-sports.io/flags/ge.svg,leagues
"{""year"": 2011, ""start"": ""2010-09-05"", ""end"": ""2011-06-15"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",570,Premier League,League,https://media-2.api-sports.io/football/leagues/570.png,Ghana,GH,https://media-3.api-sports.io/flags/gh.svg,leagues
"{""year"": 2011, ""start"": ""2011-09-25"", ""end"": ""2012-05-19"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": false, ""top_scorers"": false, ""top_assists"": false, ""top_cards"": false, ""injuries"": false, ""predictions"": true, ""odds"": false}}",377,Division d'Honneur,League,https://media-2.api-sports.io/football/leagues/377.png,Guadeloupe,GP,https://media-2.api-sports.io/flags/gp.svg,leagues
"{""year"": 2011, ""start"": ""2011-07-10"", ""end"": ""2012-05-20"", ""current"": false, ""coverage"": {""fixtures"": {""events"": true, ""lineups"": true, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": false, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",339,Liga Nacional,League,https://media-3.api-sports.io/football/leagues/339.png,Guatemala,GT,https://media-2.api-sports.io/flags/gt.svg,leagues
"{""year"": 2011, ""start"": ""2011-07-30"", ""end"": ""2012-05-26"", ""current"": false, ""coverage"": {""fixtures"": {""events"": false, ""lineups"": false, ""statistics_fixtures"": false, ""statistics_players"": false}, ""standings"": true, ""players"": true, ""top_scorers"": true, ""top_assists"": true, ""top_cards"": true, ""injuries"": false, ""predictions"": true, ""odds"": false}}",338,Primera Division,League,https://media-2.api-sports.io/football/leagues/338.png,Guatemala,GT,https://media-3.api-sports.io/flags/gt.svg,leagues
